idx,x,type,high,open,close,low
745,1535,bull,111.15,50.68,111.15,50.68
746,1538,bull,160.62,112.98,160.62,112.98
747,1543,bull,160.62,112.98,160.62,112.98
748,1545,bull,175.28,151.46,175.28,151.46
749,1550,bull,175.28,151.46,175.28,151.46
750,1553,bull,481.29,321.87,481.29,321.87
751,1558,bull,481.29,321.87,481.29,321.87
752,1560,bear,479.46,479.46,466.63,466.63
753,1565,bear,479.46,479.46,466.63,466.63
754,1568,bull,574.74,505.11,574.74,505.11
755,1573,bull,574.74,505.11,574.74,505.11
756,1575,bull,607.73,451.97,607.73,451.97
757,1580,bull,607.73,451.97,607.73,451.97
758,1583,bull,754.32,686.52,754.32,686.52
759,1588,bull,754.32,686.52,754.32,686.52
760,1590,bear,779.97,779.97,737.83,737.83
761,1595,bear,779.97,779.97,737.83,737.83
762,1598,bull,779.97,686.52,779.97,686.52
763,1603,bull,779.97,686.52,779.97,686.52
764,1605,bear,746.99,746.99,730.50,730.50
765,1610,bear,746.99,746.99,730.50,730.50
766,1613,bull,730.50,710.34,730.50,710.34
767,1618,bull,730.50,710.34,730.50,710.34
768,1620,bull,800.13,726.83,800.13,726.83
769,1625,bull,800.13,726.83,800.13,726.83
770,1628,bear,778.14,778.14,686.52,686.52
771,1633,bear,778.14,778.14,686.52,686.52
772,1635,bear,704.84,704.84,670.03,670.03
773,1640,bear,704.84,704.84,670.03,670.03
774,1643,bull,712.17,675.53,712.17,675.53
775,1648,bull,712.17,675.53,712.17,675.53
776,1650,bear,712.17,712.17,671.86,671.86
777,1655,bear,712.17,712.17,671.86,671.86
778,1658,bull,693.85,675.53,693.85,675.53
779,1663,bull,693.85,675.53,693.85,675.53
780,1665,bear,684.69,684.69,563.75,563.75
781,1670,bear,684.69,684.69,563.75,563.75
782,1673,bull,580.24,527.10,580.24,527.10
783,1678,bull,580.24,527.10,580.24,527.10
784,1680,bear,565.58,565.58,547.26,547.26
785,1685,bear,565.58,565.58,547.26,547.26
786,1688,bull,757.98,607.73,757.98,607.73
787,1693,bull,757.98,607.73,757.98,607.73
788,1695,bear,781.81,781.81,772.64,772.64
789,1700,bear,781.81,781.81,772.64,772.64
790,1703,bear,732.33,732.33,726.83,726.83
791,1708,bear,732.33,732.33,726.83,726.83
792,1710,bear,688.35,688.35,616.89,616.89
793,1715,bear,688.35,688.35,616.89,616.89
794,1718,bear,589.40,589.40,508.78,508.78
795,1723,bear,589.40,589.40,508.78,508.78
796,1725,bull,506.95,486.79,506.95,486.79
797,1730,bull,506.95,486.79,506.95,486.79
798,1733,bear,543.59,543.59,530.77,530.77
799,1738,bear,543.59,543.59,530.77,530.77
800,1740,bull,737.83,686.52,737.83,686.52
801,1745,bull,737.83,686.52,737.83,686.52
